item_id,nsn,nomenclature,category,qty_on_hand,qty_required,shortage,unit_of_issue,condition_code,serial_number,sensitivity_class,location_id,responsible_marine,last_inventoried_date,last_inventoried_iso,last_lateral_transfer_date,days_since_inventory,days_since_lateral_transfer,inventory_overdue,nmc_impacting
ITM-001528,8470-50-350-9019,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,113,111,0,KT,C,,SENSITIVE,WHSE-B2,"Sgt Alvarado, M.",2026-03-30,2026-03-30T23:00:00+00:00,,27,9999,False,False
ITM-001529,5855-47-017-5247,AN/PRC-152A Handheld,Class VII — Major End Items,1,1,0,EA,A,USMC-YCV4BJ7A,SENSITIVE,VBAY-01,"SSgt Reyes, J.",2026-04-22,2026-04-22T11:00:00+00:00,2026-01-19,5,98,False,False
ITM-001530,8915-36-579-2165,"Bottled Water, Pallet",Class I — Subsistence,59,59,0,CS,A,,ROUTINE,WHSE-A2,"Cpl Boudreau, A.",2026-04-25,2026-04-25T23:00:00+00:00,2026-04-10,1,17,False,False
ITM-001531,5945-38-750-7581,PRC-117 Battery BB-2590,Class IX — Repair Parts,22,22,0,EA,B,,ROUTINE,WHSE-B1,"SSgt Reyes, J.",2026-03-13,2026-03-13T03:00:00+00:00,,45,9999,False,False
ITM-001532,8415-34-118-5530,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,184,184,0,EA,F,,ROUTINE,WHSE-B1,"GySgt Yelovich, M.",2026-03-30,2026-03-30T09:00:00+00:00,,28,9999,False,False
ITM-001533,9150-87-461-5955,"Coolant, Antifreeze, Gal",Class III — POL,17,18,1,DR,A,,ROUTINE,HAZ-Y1,"Cpl Iwamoto, K.",2026-03-05,2026-03-05T12:00:00+00:00,,53,9999,False,False
ITM-001534,2920-69-076-0328,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,3,3,0,EA,B,,ROUTINE,WHSE-A1,"Cpl Iwamoto, K.",2026-04-22,2026-04-22T07:00:00+00:00,,5,9999,False,False
ITM-001535,2320-52-485-6431,MTVR MK23 7-ton,Class VII — Major End Items,1,0,0,EA,A,USMC-YNT22HY9,SENSITIVE,VBAY-01,"Cpl Marin, L.",2026-04-26,2026-04-26T08:00:00+00:00,2026-03-18,1,40,False,False
ITM-001536,5820-18-986-5108,"AN/PVS-14 NVG, Mono",Class VII — Major End Items,1,6,5,EA,A,USMC-BWNJC7AB,SENSITIVE,VBAY-01,"GySgt Yelovich, M.",2026-02-23,2026-02-23T07:00:00+00:00,,63,9999,True,False
ITM-001537,8430-91-425-5611,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,195,197,2,EA,A,,ROUTINE,COMSEC-1,"SSgt Whitfield, T.",2026-04-15,2026-04-15T20:00:00+00:00,2026-04-13,11,13,False,False
ITM-001538,5945-21-987-0581,PRC-117 Battery BB-2590,Class IX — Repair Parts,21,21,0,EA,F,,ROUTINE,VBAY-03,"Cpl Iwamoto, K.",2026-04-05,2026-04-05T13:00:00+00:00,2026-04-08,21,19,False,True
ITM-001539,9140-57-234-2839,"MOGAS, 55-gal Drum",Class III — POL,38,36,0,DR,A,,SENSITIVE,HAZ-Y1,"Cpl Boudreau, A.",2026-04-19,2026-04-19T15:00:00+00:00,2026-04-22,7,4,False,False
ITM-001540,2530-36-566-7251,AN/VRC-103 Mount Kit,Class IX — Repair Parts,2,0,0,EA,A,,SENSITIVE,WHSE-A1,"Sgt Alvarado, M.",2026-03-15,2026-03-15T21:00:00+00:00,,42,9999,True,False
ITM-001541,6515-69-724-1149,"TXA, 1g IV, Vial",Class VIII — Medical,159,159,0,EA,A,,SENSITIVE,MED-CAGE,"MSgt Quinones, V.",2026-04-13,2026-04-13T21:00:00+00:00,2026-03-23,13,34,False,False
ITM-001542,6515-40-547-3890,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,170,170,0,EA,B,,SENSITIVE,MED-CAGE,"Sgt Olufsen, K.",2026-04-12,2026-04-12T07:00:00+00:00,2026-03-26,15,32,False,False
ITM-001543,5820-34-096-7903,"M27 IAR, Serialized",Class VII — Major End Items,1,1,0,EA,C,USMC-ACVV236F,SENSITIVE,WHSE-B2,"Cpl Boudreau, A.",2026-02-20,2026-02-20T15:00:00+00:00,,65,9999,True,False
ITM-001544,2540-64-581-2758,PRC-117 Battery BB-2590,Class IX — Repair Parts,20,19,0,EA,B,,SENSITIVE,VBAY-03,"Cpl Marin, L.",2026-04-15,2026-04-15T03:00:00+00:00,2026-03-28,12,30,False,False
ITM-001545,1005-85-977-8984,"M240B MG, Serialized",Class VII — Major End Items,1,0,0,EA,C,USMC-2Y7EXW9F,SENSITIVE,COMSEC-1,"Sgt Carrillo, R.",2026-04-18,2026-04-18T03:00:00+00:00,,9,9999,False,False
ITM-001546,1305-54-114-9926,"7.62 Linked M80A1, 100rd",Class V — Ammunition,44,46,2,BX,A,,ARMS,ARM-102,"SSgt Reyes, J.",2026-04-25,2026-04-25T20:00:00+00:00,2026-03-16,1,42,False,False
ITM-001547,6135-05-771-5579,AN/VRC-103 Mount Kit,Class IX — Repair Parts,2,0,0,EA,F,,ROUTINE,WHSE-A1,"Cpl Marin, L.",2026-04-26,2026-04-26T19:00:00+00:00,,0,9999,False,True
ITM-001548,8910-79-337-9722,"Bottled Water, Pallet",Class I — Subsistence,152,151,0,CS,A,,SENSITIVE,WHSE-A1,"Cpl Marin, L.",2026-04-20,2026-04-20T19:00:00+00:00,,6,9999,False,False
ITM-001549,6515-70-207-6316,Combat Gauze Z-Fold,Class VIII — Medical,113,111,0,EA,A,,SENSITIVE,MED-CAGE,"Sgt Carrillo, R.",2026-04-08,2026-04-08T03:00:00+00:00,2026-01-30,19,86,False,False
ITM-001550,2540-85-467-1394,JLTV Brake Caliper Assy,Class IX — Repair Parts,23,21,0,EA,B,USMC-8PMNVDAF,CCI,WHSE-A1,"Cpl Marin, L.",2026-04-06,2026-04-06T01:00:00+00:00,2026-02-27,21,58,True,False
ITM-001551,6135-90-471-7552,JLTV Brake Caliper Assy,Class IX — Repair Parts,16,16,0,EA,A,,SENSITIVE,WHSE-A2,"MSgt Quinones, V.",2025-12-04,2025-12-04T18:00:00+00:00,2025-07-11,143,290,True,False
ITM-001552,8415-59-867-0885,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,182,180,0,EA,A,,ROUTINE,WHSE-B2,"Sgt Olufsen, K.",2026-03-21,2026-03-21T09:00:00+00:00,2026-03-22,37,36,False,False
ITM-001553,8910-74-699-3389,"MRE Case, Menu B",Class I — Subsistence,48,48,0,CS,B,,ROUTINE,WHSE-A2,"MSgt Quinones, V.",2026-03-08,2026-03-08T00:00:00+00:00,2026-04-25,50,2,False,False
ITM-001554,1310-12-819-7158,"M18 Smoke, Violet",Class V — Ammunition,33,33,0,BX,A,,ARMS,ARM-101,"GySgt Yelovich, M.",2026-04-06,2026-04-06T17:00:00+00:00,2026-03-29,20,29,True,False
ITM-001555,1310-01-646-0834,"M18 Smoke, Violet",Class V — Ammunition,42,47,5,BX,C,,ARMS,ARM-101,"Sgt Carrillo, R.",2026-04-18,2026-04-18T10:00:00+00:00,,9,9999,False,False
ITM-001556,6135-22-466-0976,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,21,26,5,EA,A,,ROUTINE,WHSE-A2,"Sgt Pham, D.",2026-04-22,2026-04-22T21:00:00+00:00,,4,9999,False,False
ITM-001557,1330-40-980-2644,"12-ga 00 Buck, Case",Class V — Ammunition,38,38,0,BX,A,,ARMS,ARM-102,"Sgt Olufsen, K.",2026-04-23,2026-04-23T22:00:00+00:00,2026-04-27,3,0,False,False
ITM-001558,5820-79-350-2531,AN/PRC-117G Manpack Radio,Class VII — Major End Items,1,1,0,EA,F,USMC-ZW2DQMCS,SENSITIVE,COMSEC-1,"Cpl Henderson, B.",2026-04-17,2026-04-17T14:00:00+00:00,,9,9999,False,True
ITM-001559,1330-04-720-2738,"7.62 Linked M80A1, 100rd",Class V — Ammunition,4,3,0,BX,C,,ARMS,ARM-102,"Cpl Boudreau, A.",2026-04-21,2026-04-21T20:00:00+00:00,2026-04-05,5,21,False,False
ITM-001560,6545-77-560-6539,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,26,28,2,EA,F,,SENSITIVE,MED-CAGE,"MSgt Quinones, V.",2026-04-08,2026-04-08T19:00:00+00:00,2026-03-17,18,41,False,False
ITM-001561,2920-40-913-3774,"MTVR Air Filter, Element",Class IX — Repair Parts,25,25,0,EA,B,,ROUTINE,WHSE-A1,"Cpl Marin, L.",2026-02-11,2026-02-11T12:00:00+00:00,,75,9999,True,False
ITM-001562,1310-20-491-7723,"M67 Frag, 4-grenade Pack",Class V — Ammunition,33,32,0,BX,F,,ARMS,ARM-102,"Sgt Carrillo, R.",2026-03-12,2026-03-12T06:00:00+00:00,,46,9999,True,False
ITM-001563,2530-16-389-2680,JLTV Brake Caliper Assy,Class IX — Repair Parts,21,21,0,EA,F,,ROUTINE,VBAY-03,"Cpl Diallo, S.",2026-02-03,2026-02-03T12:00:00+00:00,,83,9999,True,True
ITM-001564,8415-31-238-9331,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,171,171,0,EA,A,,ROUTINE,WHSE-B2,"GySgt Yelovich, M.",2026-03-04,2026-03-04T19:00:00+00:00,2026-04-16,53,10,False,False
ITM-001565,5945-54-982-9743,PRC-117 Battery BB-2590,Class IX — Repair Parts,16,15,0,EA,B,,SENSITIVE,WHSE-A2,"SSgt Whitfield, T.",2026-04-04,2026-04-04T09:00:00+00:00,2026-03-27,23,31,False,False
ITM-001566,9130-87-012-9349,Hydraulic Fluid OE-46,Class III — POL,36,36,0,DR,B,,ROUTINE,ARM-102,"Sgt Carrillo, R.",2026-03-10,2026-03-10T21:00:00+00:00,2026-01-31,47,85,False,False
ITM-001567,5610-81-805-6894,"Lumber 2x4x8, Bundle",Class IV — Construction,56,54,0,BD,B,,ROUTINE,WHSE-B2,"Sgt Carrillo, R.",2026-04-08,2026-04-08T22:00:00+00:00,2026-02-21,18,65,False,False
ITM-001568,1305-08-990-1282,"9mm Ball M1152, 50rd Box",Class V — Ammunition,42,47,5,BX,A,,ARMS,ARM-101,"MSgt Quinones, V.",2026-04-25,2026-04-25T08:00:00+00:00,,2,9999,False,False
ITM-001569,9150-26-641-8034,Hydraulic Fluid OE-46,Class III — POL,45,45,0,DR,A,,ROUTINE,ARM-103,"Cpl Boudreau, A.",2025-12-14,2025-12-14T15:00:00+00:00,,133,9999,True,False
ITM-001570,8915-94-093-1042,"Coffee, Instant, Case",Class I — Subsistence,130,129,0,CS,A,,ROUTINE,COMSEC-1,"MSgt Quinones, V.",2026-04-09,2026-04-09T14:00:00+00:00,2026-04-20,17,6,False,False
ITM-001571,8430-10-195-6448,"Helmet ECH, Large",Class II — Clothing & Individual Equip,63,65,2,EA,A,,ROUTINE,WHSE-B2,"GySgt Yelovich, M.",2026-03-21,2026-03-21T10:00:00+00:00,2026-04-07,37,20,False,False
ITM-001572,9905-46-382-9693,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,22,21,0,KT,F,,ROUTINE,WHSE-B2,"Cpl Marin, L.",2026-04-09,2026-04-09T00:00:00+00:00,,18,9999,False,False
ITM-001573,2320-21-876-7896,JLTV M1278A1 Heavy Gun Carrier,Class VII — Major End Items,1,1,0,EA,A,USMC-65DH7SRQ,SENSITIVE,VBAY-01,"Sgt Pham, D.",2026-04-13,2026-04-13T08:00:00+00:00,2026-04-09,14,18,False,False
ITM-001574,8415-85-653-4419,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,177,177,0,EA,A,,ARMS,HAZ-Y1,"Sgt Olufsen, K.",2026-04-06,2026-04-06T08:00:00+00:00,2026-03-14,21,43,True,False
ITM-001575,8430-19-139-2889,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,10,10,0,EA,F,,ROUTINE,WHSE-B2,"Cpl Kowalski, P.",2026-01-12,2026-01-12T22:00:00+00:00,2026-04-21,104,5,True,False
ITM-001576,8530-70-592-8261,"PX Restock Kit, Bundle",Class VI — Personal Demand,142,141,0,KT,F,,ROUTINE,WHSE-B1,"GySgt Yelovich, M.",2026-04-12,2026-04-12T23:00:00+00:00,2026-01-04,14,113,False,False
ITM-001577,8470-37-252-8680,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,36,35,0,KT,A,,ROUTINE,WHSE-B2,"SSgt Whitfield, T.",2026-01-29,2026-01-29T15:00:00+00:00,2026-04-22,87,4,True,False
ITM-001578,2540-82-412-4708,"MTVR Air Filter, Element",Class IX — Repair Parts,1,1,0,EA,F,,ROUTINE,VBAY-03,"Sgt Olufsen, K.",2026-04-20,2026-04-20T09:00:00+00:00,2026-04-12,7,15,False,True
ITM-001579,9130-36-514-3119,"JP-8, 55-gal Drum",Class III — POL,44,45,1,DR,F,,HAZMAT,HAZ-Y1,"Sgt Alvarado, M.",2026-04-08,2026-04-08T03:00:00+00:00,2026-03-24,19,34,True,False
ITM-001580,2320-71-824-1220,AN/PEQ-15 IR Aim Light,Class VII — Major End Items,1,0,0,EA,A,USMC-CN8YFLNQ,SENSITIVE,VBAY-01,"Sgt Pham, D.",2026-04-25,2026-04-25T11:00:00+00:00,2026-04-13,2,13,False,False
ITM-001581,2920-26-795-4725,PRC-117 Battery BB-2590,Class IX — Repair Parts,7,9,2,EA,A,,ROUTINE,WHSE-A2,"MSgt Quinones, V.",2026-01-01,2026-01-01T11:00:00+00:00,2026-04-16,116,11,True,False
ITM-001582,2540-53-267-9977,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,8,8,0,EA,B,,SENSITIVE,WHSE-A1,"SSgt Reyes, J.",2026-04-11,2026-04-11T22:00:00+00:00,2026-02-17,15,68,False,False
ITM-001583,8430-73-223-8979,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,111,116,5,EA,F,USMC-G74TQDGZ,CCI,WHSE-B1,"GySgt Underwood, R.",2026-04-26,2026-04-26T07:00:00+00:00,2026-04-23,1,4,False,False
ITM-001584,8465-17-764-1387,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,144,144,0,EA,A,,ROUTINE,WHSE-B1,"MSgt Quinones, V.",2026-04-04,2026-04-04T11:00:00+00:00,,23,9999,False,False
ITM-001585,8465-72-501-4242,"Shemagh, Tan",Class II — Clothing & Individual Equip,100,99,0,EA,C,USMC-4T7UEJQQ,CCI,WHSE-B2,"Cpl Marin, L.",2026-04-17,2026-04-17T13:00:00+00:00,2026-03-10,9,48,False,False
ITM-001586,2540-17-089-7939,"Tire, MTVR, 16R20",Class IX — Repair Parts,22,27,5,EA,F,,ROUTINE,WHSE-A1,"Sgt Pham, D.",2025-08-06,2025-08-06T11:00:00+00:00,2026-03-03,264,55,True,True
ITM-001587,6135-55-027-2819,M-ATV Hub Assembly,Class IX — Repair Parts,4,4,0,EA,F,,ROUTINE,WHSE-A2,"Cpl Henderson, B.",2026-03-15,2026-03-15T22:00:00+00:00,,42,9999,False,True
ITM-001588,6505-67-251-6412,Combat Gauze Z-Fold,Class VIII — Medical,107,112,5,EA,B,,SENSITIVE,MED-CAGE,"Sgt Alvarado, M.",2026-04-22,2026-04-22T06:00:00+00:00,2026-04-19,5,7,False,False
ITM-001589,1305-54-779-3195,"9mm Ball M1152, 50rd Box",Class V — Ammunition,26,26,0,BX,A,,ARMS,VBAY-02,"Cpl Kowalski, P.",2026-04-25,2026-04-25T23:00:00+00:00,2026-04-20,1,7,False,False
ITM-001590,8970-22-433-2602,"Coffee, Instant, Case",Class I — Subsistence,25,23,0,CS,A,,ROUTINE,WHSE-A2,"Sgt Pham, D.",2026-03-09,2026-03-09T09:00:00+00:00,,49,9999,False,False
ITM-001591,8415-15-815-9828,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,144,143,0,EA,A,USMC-RNG9FHCE,CCI,WHSE-B1,"Cpl Kowalski, P.",2026-04-03,2026-04-03T19:00:00+00:00,2026-04-24,23,3,True,False
ITM-001592,6135-24-832-2433,JLTV Brake Caliper Assy,Class IX — Repair Parts,7,12,5,EA,A,,ROUTINE,WHSE-B1,"Cpl Marin, L.",2026-04-08,2026-04-08T11:00:00+00:00,,19,9999,False,False
ITM-001593,8420-59-563-3927,"Shemagh, Tan",Class II — Clothing & Individual Equip,126,128,2,EA,A,,SENSITIVE,WHSE-B1,"SSgt Whitfield, T.",2026-04-18,2026-04-18T21:00:00+00:00,2026-02-20,8,65,False,False
ITM-001594,8430-60-541-9548,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,116,116,0,EA,F,,ROUTINE,WHSE-B2,"GySgt Underwood, R.",2026-03-29,2026-03-29T00:00:00+00:00,2026-04-16,29,10,False,False
ITM-001595,6135-31-086-0688,"Tire, MTVR, 16R20",Class IX — Repair Parts,23,24,1,EA,A,,ROUTINE,VBAY-03,"Cpl Marin, L.",2026-04-15,2026-04-15T18:00:00+00:00,2026-04-16,11,11,False,False
ITM-001596,2530-92-949-4491,JLTV Brake Caliper Assy,Class IX — Repair Parts,5,3,0,EA,B,,ROUTINE,WHSE-A2,"SSgt Whitfield, T.",2026-03-31,2026-03-31T05:00:00+00:00,,27,9999,False,False
ITM-001597,5820-99-882-7805,AN/PEQ-15 IR Aim Light,Class VII — Major End Items,1,0,0,EA,A,USMC-H5FEJU6V,SENSITIVE,ARM-103,"SSgt Reyes, J.",2026-04-11,2026-04-11T04:00:00+00:00,2026-03-30,16,27,False,False
ITM-001598,6515-26-453-5864,"TXA, 1g IV, Vial",Class VIII — Medical,68,68,0,EA,A,,ROUTINE,MED-CAGE,"Cpl Boudreau, A.",2026-03-20,2026-03-20T14:00:00+00:00,2026-03-04,37,54,False,False
ITM-001599,1310-91-292-0174,"9mm Ball M1152, 50rd Box",Class V — Ammunition,26,27,1,BX,B,,ROUTINE,ARM-102,"Sgt Olufsen, K.",2026-04-15,2026-04-15T02:00:00+00:00,2026-04-22,12,4,False,False
ITM-001600,8430-72-676-7592,"Helmet ECH, Large",Class II — Clothing & Individual Equip,76,75,0,EA,A,,ROUTINE,WHSE-B1,"Sgt Alvarado, M.",2025-12-08,2025-12-08T13:00:00+00:00,,139,9999,True,False
ITM-001601,1005-90-354-1884,"M4A1 Carbine, Serialized",Class VII — Major End Items,1,1,0,EA,F,USMC-4RTQG35T,SENSITIVE,VBAY-01,"Cpl Henderson, B.",2026-04-10,2026-04-10T12:00:00+00:00,2026-04-23,17,4,False,True
ITM-001602,8915-57-920-0996,"MRE Case, Menu A",Class I — Subsistence,181,180,0,CS,A,,SENSITIVE,WHSE-A1,"Cpl Diallo, S.",2026-04-06,2026-04-06T07:00:00+00:00,2026-04-09,21,17,False,False
ITM-001603,5660-57-538-7202,"Plywood 4x8, Sheet",Class IV — Construction,175,176,1,BD,A,,ROUTINE,WHSE-B2,"SSgt Whitfield, T.",2025-12-01,2025-12-01T10:00:00+00:00,2026-04-12,147,14,True,False
ITM-001604,1310-15-698-9781,"7.62 Linked M80A1, 100rd",Class V — Ammunition,41,46,5,BX,F,,ARMS,ARM-101,"Cpl Marin, L.",2026-04-26,2026-04-26T18:00:00+00:00,,0,9999,False,False
ITM-001605,6515-74-301-1106,Combat Gauze Z-Fold,Class VIII — Medical,187,187,0,EA,A,,SENSITIVE,MED-CAGE,"Cpl Iwamoto, K.",2026-02-20,2026-02-20T13:00:00+00:00,2026-04-02,65,24,True,False
ITM-001606,8415-81-764-4243,"Helmet ECH, Large",Class II — Clothing & Individual Equip,116,116,0,EA,A,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-03-10,2026-03-10T06:00:00+00:00,2026-04-16,48,11,False,False
ITM-001607,9905-67-559-3729,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,58,60,2,KT,A,,ROUTINE,WHSE-B2,"Cpl Henderson, B.",2026-04-16,2026-04-16T17:00:00+00:00,2026-04-12,10,15,False,False
ITM-001608,5660-19-750-2819,"Lumber 2x4x8, Bundle",Class IV — Construction,41,40,0,BD,B,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-04-25,2026-04-25T10:00:00+00:00,,2,9999,False,False
ITM-001609,5855-09-394-4824,"M240B MG, Serialized",Class VII — Major End Items,1,1,0,EA,B,USMC-UMA4MYE4,SENSITIVE,VBAY-03,"Cpl Henderson, B.",2026-02-28,2026-02-28T12:00:00+00:00,2026-03-12,58,46,True,False
ITM-001610,8420-19-093-7273,"Helmet ECH, Large",Class II — Clothing & Individual Equip,123,123,0,EA,B,,SENSITIVE,WHSE-B2,"MSgt Quinones, V.",2026-04-01,2026-04-01T15:00:00+00:00,2026-04-18,25,9,False,False
ITM-001611,8430-70-329-8707,"Helmet ECH, Large",Class II — Clothing & Individual Equip,87,86,0,EA,B,,ROUTINE,WHSE-A2,"Sgt Pham, D.",2025-11-29,2025-11-29T22:00:00+00:00,,148,9999,True,False
ITM-001612,5510-24-590-7436,"Plywood 4x8, Sheet",Class IV — Construction,85,85,0,BD,C,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-02-05,2026-02-05T17:00:00+00:00,2026-04-17,80,10,True,False
ITM-001613,6505-90-186-3583,"TXA, 1g IV, Vial",Class VIII — Medical,151,149,0,EA,B,USMC-RRZV7WFG,CCI,MED-CAGE,"GySgt Underwood, R.",2026-04-06,2026-04-06T07:00:00+00:00,2026-04-03,21,24,True,False
ITM-001614,2530-26-462-2985,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,8,8,0,EA,B,,ROUTINE,WHSE-B1,"Cpl Henderson, B.",2026-02-25,2026-02-25T14:00:00+00:00,2026-04-16,60,10,False,False
ITM-001615,2320-73-528-1140,"M4A1 Carbine, Serialized",Class VII — Major End Items,1,2,1,EA,A,USMC-KF4EEQAV,ROUTINE,COMSEC-1,"Sgt Carrillo, R.",2025-12-06,2025-12-06T21:00:00+00:00,2026-02-04,141,82,True,False
ITM-001616,8520-12-559-3898,"Hygiene Kit, Field, Case",Class VI — Personal Demand,126,127,1,KT,B,,SENSITIVE,WHSE-A2,"Cpl Diallo, S.",2026-03-31,2026-03-31T03:00:00+00:00,2026-03-30,27,27,False,False
ITM-001617,5945-84-657-8791,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,25,25,0,EA,A,,ROUTINE,WHSE-B1,"SSgt Reyes, J.",2026-03-20,2026-03-20T22:00:00+00:00,2026-04-25,37,2,False,False
ITM-001618,2530-06-869-2844,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,11,11,0,EA,A,,ROUTINE,WHSE-A1,"Sgt Olufsen, K.",2026-02-27,2026-02-27T13:00:00+00:00,2026-01-13,58,103,False,False
ITM-001619,8420-95-713-8153,"Helmet ECH, Large",Class II — Clothing & Individual Equip,107,109,2,EA,F,,ROUTINE,WHSE-B1,"Cpl Henderson, B.",2026-04-27,2026-04-27T00:00:00+00:00,2026-03-19,0,38,False,False
ITM-001620,8415-79-588-9969,"Shemagh, Tan",Class II — Clothing & Individual Equip,183,185,2,EA,B,,SENSITIVE,WHSE-B2,"SSgt Whitfield, T.",2026-04-19,2026-04-19T15:00:00+00:00,,7,9999,False,False
ITM-001621,2540-13-266-2499,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,1,2,1,EA,B,,SENSITIVE,WHSE-A1,"MSgt Quinones, V.",2026-04-01,2026-04-01T06:00:00+00:00,,26,9999,False,False
ITM-001622,8465-16-764-0949,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,161,163,2,EA,A,,ROUTINE,WHSE-B1,"Cpl Kowalski, P.",2026-04-13,2026-04-13T04:00:00+00:00,2026-04-25,14,1,False,False
ITM-001623,1310-74-387-7174,"12-ga 00 Buck, Case",Class V — Ammunition,36,41,5,BX,B,,ROUTINE,ARM-102,"Cpl Marin, L.",2026-03-25,2026-03-25T17:00:00+00:00,2026-01-06,32,111,False,False
ITM-001624,8465-34-647-6681,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,55,60,5,EA,A,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-03-11,2026-03-11T22:00:00+00:00,2026-04-07,46,19,False,False
ITM-001625,8465-72-060-0778,"Helmet ECH, Large",Class II — Clothing & Individual Equip,174,179,5,EA,F,USMC-LT98Y6HQ,CCI,WHSE-B1,"GySgt Yelovich, M.",2026-04-18,2026-04-18T14:00:00+00:00,2026-02-08,8,78,False,False
ITM-001626,2540-10-674-8313,"MTVR Air Filter, Element",Class IX — Repair Parts,9,11,2,EA,A,,ROUTINE,WHSE-A1,"Cpl Henderson, B.",2026-04-11,2026-04-11T17:00:00+00:00,2026-03-07,15,50,False,False
ITM-001627,6135-31-839-1162,JLTV Brake Caliper Assy,Class IX — Repair Parts,23,21,0,EA,F,,ROUTINE,WHSE-A2,"Cpl Iwamoto, K.",2026-03-27,2026-03-27T17:00:00+00:00,2026-02-21,30,65,False,True
ITM-001628,6135-36-580-4681,"Tire, MTVR, 16R20",Class IX — Repair Parts,1,1,0,EA,B,,SENSITIVE,WHSE-A1,"Cpl Henderson, B.",2026-04-16,2026-04-16T12:00:00+00:00,2026-04-14,11,13,False,False
ITM-001629,5660-56-817-7511,"Plywood 4x8, Sheet",Class IV — Construction,131,131,0,BD,C,,ROUTINE,WHSE-B2,"Sgt Pham, D.",2026-03-15,2026-03-15T18:00:00+00:00,2026-03-16,42,41,False,False
ITM-001630,9905-35-657-5239,Civil Affairs Handout Kit,Class X — Non-Mil Programs,53,54,1,KT,A,,ROUTINE,COMSEC-1,"Sgt Carrillo, R.",2026-01-06,2026-01-06T04:00:00+00:00,2026-03-04,111,54,True,False
ITM-001631,2920-99-654-1652,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,20,25,5,EA,B,,ROUTINE,WHSE-B1,"SSgt Reyes, J.",2026-03-05,2026-03-05T12:00:00+00:00,2026-04-19,53,7,False,False
ITM-001632,5855-79-884-7409,AN/PRC-117G Manpack Radio,Class VII — Major End Items,1,1,0,EA,A,USMC-Q5SKBJ5L,SENSITIVE,VBAY-02,"Sgt Carrillo, R.",2026-04-24,2026-04-24T12:00:00+00:00,2026-04-13,3,13,False,False
ITM-001633,8970-00-024-7404,"Coffee, Instant, Case",Class I — Subsistence,91,89,0,CS,B,,ROUTINE,WHSE-A2,"Sgt Pham, D.",2026-01-11,2026-01-11T13:00:00+00:00,2026-03-22,105,36,True,False
ITM-001634,6135-42-556-4346,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,22,22,0,EA,A,USMC-CM5HC8S9,CCI,ARM-103,"Cpl Boudreau, A.",2026-04-02,2026-04-02T03:00:00+00:00,2026-02-07,25,79,True,False
ITM-001635,8430-30-796-3642,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,58,57,0,EA,B,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-04-04,2026-04-04T12:00:00+00:00,,23,9999,False,False
ITM-001636,8970-44-844-6346,"MRE Case, Menu B",Class I — Subsistence,109,109,0,CS,A,,ROUTINE,WHSE-A1,"Cpl Boudreau, A.",2026-04-24,2026-04-24T03:00:00+00:00,2026-03-01,3,57,False,False
ITM-001637,5945-56-085-8771,"Tire, MTVR, 16R20",Class IX — Repair Parts,25,24,0,EA,B,,ROUTINE,VBAY-03,"Cpl Boudreau, A.",2026-02-09,2026-02-09T11:00:00+00:00,2026-04-27,77,0,True,False
ITM-001638,8530-18-592-8326,"PX Restock Kit, Bundle",Class VI — Personal Demand,42,42,0,KT,A,,SENSITIVE,WHSE-B1,"Sgt Olufsen, K.",2026-03-31,2026-03-31T04:00:00+00:00,2025-11-18,27,159,False,False
ITM-001639,8415-69-011-4369,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,155,155,0,EA,A,,ROUTINE,WHSE-B2,"Cpl Kowalski, P.",2026-03-23,2026-03-23T08:00:00+00:00,,35,9999,False,False
